Pressure,Initial Temperature,Length-to-diameter Ratio,N2,CH4,Final Temperature,Final Enthalpy,Reaction Rate,Catalyst Weight,Equipment Volume,Equipment Weight,Equipment Cost,Catalyst Cost,Total Cost,Objective Function
2000000.0,300.0,1.01,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,396.7173140655712,165806.30459218443,11144067.366447484,11283445.59409894,22427512.960546426,1.3168970876728643
2000000.0,300.0,1.01,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,396.7173140655712,165806.30459218443,11144067.366447484,11283445.59409894,22427512.960546426,1.3168970876728643
2000000.0,704.0,1.01,2532.28,49.87,710.1063105474459,-2908.064451014603,1e-07,1433720874.5530047,1007701.907356184,406997296.9673172,8415006315.539499,28674417491.060097,37089423806.599594,1847.944321043316
2000000.0,-104.0,1.01,2532.28,49.87,,,,,,,,,,
8000000.0,300.0,1.01,2532.28,49.87,328.93167414798563,-3286.6612855642834,7.30452090013236e-05,404713.0825714109,295.7496700216937,466644.7910720371,26729167.17805388,8094261.651428219,34823428.82948209,2.355234753617861
-4000000.0,300.0,1.01,2532.28,49.87,13606.075030599413,-17597310389.145042,1e-07,1433720874.5530047,968154.8867281515,-804565365.0509565,,28674417491.060097,,
2000000.0,300.0,10.209999999999999,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,395.39867187203026,76750.6078069433,5833116.713328397,11283445.59409894,17116562.30742734,0.9170358308333195
2000000.0,300.0,-8.19,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,,,,11283445.59409894,,
2000000.0,300.0,1.01,8532.278,49.87,302.1971245320321,-3292.2762570995637,2.3829025300296636e-05,1056877.119111985,743.1094265414268,308451.1915477511,18826324.423804265,21137542.3822397,39963866.80604397,2.3126208368656602
2000000.0,300.0,1.01,-3467.717999999999,49.87,302.2965713549052,-3290.418737726499,0.00011185775974760746,224885.12308688107,158.1642429202251,66964.81311569917,5204336.235622386,4497702.461737622,9702038.697360009,0.5823146682690729
2000000.0,300.0,1.01,2532.28,6049.868,302.1511021864644,-3292.420138751835,2.380687028864446e-05,1057009.6766288828,743.2026174852374,308489.4910841795,18828301.973851476,21140193.532577656,39968495.506429136,2.3128820043402194
2000000.0,300.0,1.01,2532.28,-5950.127999999999,302.3521672260815,-3290.390665930676,0.00011198339188786615,224618.74304579114,157.97693738413994,66886.79676031244,5199270.265785193,4492374.860915823,9691645.126701016,0.5817076245061782
2000000.0,502.0,1.01,2532.28,49.87,510.72697422536686,-2873.6811867113956,1e-07,10319340.429872807,7254.1436720790725,2963558.272227118,128303989.41063927,206386808.59745616,334690798.00809544,18.40060767442238
2000000.0,98.0,1.01,2532.28,49.87,393.5810084074913,-3101.9735505562076,0.00017036747002322292,1041019680.8516443,731691.8375361715,295612124.0670097,6412346643.574413,20820393617.032887,27232740260.6073,1364.5415178560975
5000000.0,300.0,1.01,2532.28,49.87,318.3823798044381,-3286.0737094702,6.0770289636193856e-05,461894.0593150256,331.1707496162533,333512.8095069706,20112712.541579198,9237881.186300512,29350593.72787971,1.9055151310970377
-1000000.0000000002,300.0,1.01,2532.28,49.87,9281.975910637808,-11070319992.39504,1e-07,1424945191.6880908,981890.3065314289,-199832660.5674004,,28498903833.761818,,
2000000.0,300.0,5.61,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,395.46031008273246,83887.51406552765,6284066.139681274,11283445.59409894,17567511.733780213,0.9509877946472997
2000000.0,300.0,-3.59,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,,,,11283445.59409894,,
2000000.0,300.0,1.01,5532.279,49.87,302.19752989775077,-3291.978321649114,3.181060014883547e-05,791302.438387217,556.4019951491102,231645.7185795537,14778272.588109527,15826048.76774434,30604321.355853867,1.7828982284776222
2000000.0,300.0,1.01,-467.7189999999998,49.87,302.2101106402734,-3291.131639233072,6.698578966842601e-05,375253.7227924992,263.8919495736544,110875.28681702478,7941563.591432877,7505074.455849984,15446638.04728286,0.9157644177916331
2000000.0,300.0,1.01,2532.28,3049.869,302.2021312144318,-3291.9917201078297,3.1813558133876344e-05,791385.5320684316,556.4604134987059,231669.77583724412,14779569.27486193,15827710.641368631,30607279.91623056,1.783066237318344
2000000.0,300.0,1.01,2532.28,-2950.1289999999995,302.2753830125963,-3291.0112713435465,6.707417730911347e-05,375228.5491316561,263.8742499388913,110867.95278022252,7941122.0860488415,7504570.982633122,15445693.068681963,0.9157098544755891
2000000.0,401.0,1.01,2532.28,49.87,411.4017622933019,-3063.9220029767403,0.00019568733756703726,119144.22082315167,83.80894520063369,35891.02202983059,3099562.8534823703,2382884.4164630333,5482447.269945404,0.33428254947040387
2000000.0,199.0,1.01,2532.28,49.87,215.4521787076793,-3439.805880656446,3.7715930106863528e-06,8750813.14481456,6151.588778042016,2515129.205973541,111614364.21761253,175016262.8962912,286630627.11390376,15.81548498491017
3500000.0,300.0,1.01,2532.28,49.87,315.91443726056326,-3278.2124976357245,5.809593189437985e-05,476496.92233026505,338.3577511803224,241986.24597976237,15333796.770440243,9529938.4466053,24863735.217045546,1.558079559471352
499999.99999999994,300.0,1.01,2532.28,49.87,300.4816418002736,-3279.9450313838697,4.306427832402119e-05,584321.3191072558,406.8561192055575,47460.74342670292,3906608.769043315,11686426.382145116,15593035.151188431,0.7890556056650709
2000000.0,300.0,3.3099999999999996,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,395.6186487050477,95898.52708820376,7030330.202311962,11283445.59409894,18313775.796410903,1.0071739853140198
2000000.0,300.0,-1.2899999999999996,2532.28,49.87,302.22497081457874,-3291.558239483953,4.461766343785511e-05,564172.279704947,,,,11283445.59409894,,
2000000.0,300.0,1.01,4032.2795000000006,49.87,302.2058470684047,-3291.904043251163,3.7402337658094395e-05,672956.0329463695,473.1988337142109,197361.7128989425,12908571.335591031,13459120.65892739,26367691.99451842,1.5418876677331907
2000000.0,300.0,1.01,1032.2805,49.87,302.23987408148474,-3291.313828670167,5.4132721110032035e-05,464985.6024282892,326.98168107765736,136990.7931544583,9488154.566969944,9299712.048565784,18787866.61553573,1.1082111711999492
2000000.0,300.0,1.01,2532.28,1549.8694999999998,302.211828076815,-3291.786154924406,3.7406858238377136e-05,673008.0694199541,473.2354181483636,197376.7970723266,12909404.144895174,13460161.388399081,26369565.533294253,1.5419944454311119
2000000.0,300.0,1.01,2532.28,-1450.1295,302.25174465610655,-3291.288470485926,5.414570388653647e-05,464919.311049356,326.9350727516556,136971.51772040076,9487030.425366772,9298386.22098712,18785416.646353893,1.108070385028744
2000000.0,350.5,1.01,2532.28,49.87,361.738692600973,-3170.0308765973696,0.00011926141304695532,219141.3238944355,154.12547413280762,65282.36033274105,5094888.338072404,4382826.47788871,9477714.815961115,0.5692092734885144
2000000.0,249.5,1.01,2532.28,49.87,274.32510890521786,-3343.825220188106,2.3936080308305866e-05,1381741.107190019,971.493381076176,402227.45097436325,23569083.156765357,27634822.143800378,51203905.300565735,2.944866656141518
