Pressure,Initial Temperature,Length-to-diameter Ratio,N2,CH4,Final Temperature,Final Enthalpy,Reaction Rate,Pressure Drop,Catalyst Weight,Equipment Volume,Equipment Weight,Equipment Cost,Catalyst Cost,Total Cost,Objective Function
2500000.0,300.0,0.8,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-265.2455536671914,413425.77428151894,292.0818335613867,175788.11756092095,11707269.062994799,8268515.485630379,19975784.54862518,1.2316164154395952
2500000.0,300.0,0.8,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-265.2455536671914,413425.77428151894,292.0818335613867,175788.11756092095,11707269.062994799,8268515.485630379,19975784.54862518,1.2316164154395952
2500000.0,1290.0,0.8,2532.28,49.870000000000005,1307.9690947673794,-17423.857802366816,-1.6949363344547639,,-98.81994488340705,,,,-1976.398897668141,,
2500000.0,-690.0,0.8,2532.28,49.870000000000005,,,,,,,,,,,
10500000.0,300.0,0.8,2532.28,49.870000000000005,304.28746263401973,-3363.4840914364704,4.650250437484206e-05,-42.434770721942186,552374.114487899,412.28647634671853,973803.6188110504,49873998.27645759,11047482.28975798,60921480.566215575,4.222878809369969
-5500000.0,300.0,0.8,2532.28,49.870000000000005,20710.448117422515,-24763397204.520042,-170.44726349533695,,-1.0760790646746186,,,,-21.52158129349237,,
2500000.0,300.0,20.8,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-186233.03059215518,413425.77428151894,290.46236314537623,66286.7251252714,5160275.066286627,8268515.485630379,13428790.551917005,0.7386935059587447
2500000.0,300.0,-19.2,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,,413425.77428151894,,,,8268515.485630379,,
2500000.0,300.0,0.8,8532.28,49.870000000000005,302.7289682858063,-3296.283635784619,2.4086033796752783e-05,-272.43535906123,1042012.7145136099,736.0730694155604,439627.18381183175,25412306.95651428,20840254.2902722,46252561.246786475,2.795888861981933
2500000.0,300.0,0.8,-3467.72,49.870000000000005,335.0716312272574,-3228.7856470700153,0.00020229897398706397,-69.41285456251353,145294.47166690565,102.67128596986495,62532.51727284284,4915085.329415432,2905889.433338113,7820974.762753545,0.4931227394942829
2500000.0,300.0,0.8,2532.28,6049.87,302.73016100125136,-3296.350342200816,2.4086612213627988e-05,-188.33838043082505,1042090.2846996879,736.127857758096,439659.6746401014,25413897.742193587,20841805.69399376,46255703.43618734,2.7960743350519226
2500000.0,300.0,0.8,2532.28,-5950.13,334.26442512295955,-3230.555093269775,0.00019967981839778872,-254.86353642167524,149137.81935493948,105.38649598319742,64163.860402412814,5021893.194916831,2982756.3870987897,8004649.582015621,0.5044196610672311
2500000.0,795.0,0.8,2532.28,49.870000000000005,807.1699819573083,-3360.92267591318,-0.07829212672862229,,-2710.2615283795626,,,,-54205.23056759125,,
2500000.0,-195.0,0.8,2532.28,49.870000000000005,,,,,,,,,,,
6500000.0,300.0,0.8,2532.28,49.870000000000005,342.13625630910917,-3245.474441423992,9.028557072750919e-05,-136.39401688799262,332399.19061578054,241.4850178066445,363104.03295696696,21613111.819094766,6647983.812315611,28261095.631410375,1.9087964184395074
-1500000.0,300.0,0.8,2532.28,49.870000000000005,17279.9182169441,-16009660015.95754,-160.25272006920682,,-1.4687574768999985,,,,-29.37514953799997,,
2500000.0,300.0,10.8,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-48815.0189231555,413425.77428151894,290.4460809446166,69117.7681415469,5343792.548886132,8268515.485630379,13612308.034516511,0.7525105296965139
2500000.0,300.0,-9.200000000000001,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,,413425.77428151894,,,,8268515.485630379,,
2500000.0,300.0,0.8,5532.28,49.870000000000005,302.73284459691484,-3295.905196290443,3.2155942675014565e-05,-229.45001814793795,779897.5900485464,550.937191436994,329762.6655606973,19921170.23027189,15597951.800970929,35519122.03124282,2.1604467371741696
2500000.0,300.0,0.8,-467.7199999999999,49.870000000000005,325.7762580404249,-3248.613916102777,0.00010396984859838139,-164.30210490571335,280151.0432130462,197.9384207131958,119602.3301880165,8463913.121829122,5603020.864260924,14066933.986090045,0.8745389780063996
2500000.0,300.0,0.8,2532.28,3049.8700000000003,302.737564330207,-3295.9240434861076,3.2158998412489984e-05,-183.40855682548136,779850.98843432,550.904275565328,329743.11736685585,19920170.933871526,15597019.768686399,35517190.70255792,2.160332028060907
2500000.0,300.0,0.8,2532.28,-2950.13,332.33303479856073,-3235.106723314131,0.00011607415291536826,-281.0581210912205,251190.33434638736,177.48030922164668,107370.12369819953,7730049.082309464,5023806.686927747,12753855.769237211,0.794756315515519
2500000.0,547.5,0.8,2532.28,49.870000000000005,564.8768312448138,-2807.7905270363935,-0.001847116218806182,-1677.4301747153513,173672.12999719795,122.71900227462028,74569.11828965909,5694044.018234421,3473442.599943959,9167486.618178379,0.575806725457912
2500000.0,52.50000000000001,0.8,2532.28,49.870000000000005,32.76577940230559,-3528.3622679617056,5.276517588889144e-27,0.0,1.5571892991189488e+27,1.0995768202824225e+24,6.427617016902812e+26,2.475936745992225e+25,3.114378598237898e+28,3.11685453498389e+28,1.3208222144471881e+21
4500000.0,300.0,0.8,2532.28,49.870000000000005,334.63713334316697,-3246.921108521501,8.024537403739198e-05,-173.3447034349665,365247.2793447948,261.6975803838243,276860.0756928428,17182089.690042708,7304945.586895896,24487035.276938602,1.6030076706833494
500000.0,300.0,0.8,2532.28,49.870000000000005,300.5930842240377,-3279.739799914745,4.31624927961843e-05,-836.5312329842127,582233.0502473031,405.5035233285713,54312.65799480355,4370262.705781925,11644661.004946062,16014923.710727986,0.8221953026807535
2500000.0,300.0,5.8,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-13980.319673182908,413425.77428151894,290.50636600929505,75665.60840641153,5764021.822985526,8268515.485630379,14032537.308615904,0.7841495745073461
2500000.0,300.0,-4.2,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,,413425.77428151894,,,,8268515.485630379,,
2500000.0,300.0,0.8,4032.28,49.870000000000005,302.76807631422275,-3295.6193739354876,3.7828854042368256e-05,-204.40925582312047,663008.3742866627,468.37483757124755,280709.6063691005,17383895.64837988,13260167.485733254,30644063.134113133,1.870408865042936
2500000.0,300.0,0.8,1032.2800000000002,49.870000000000005,325.2166543434999,-3250.0438076164373,8.316474882644695e-05,-212.78813387127593,348375.0578216264,246.13146454635535,148383.00453378318,10148523.001668243,6967501.156432528,17116024.15810077,1.0591597484566455
2500000.0,300.0,0.8,2532.28,1549.87,325.7516467455539,-3249.4397764652767,5.803328135740201e-05,-270.4315832625143,493636.2913129159,348.7396207269538,209541.2839266623,13577977.991936252,9872725.826258318,23450703.81819457,1.4404012875162007
2500000.0,300.0,0.8,2532.28,-1450.13,326.2456283869784,-3247.9305890872874,8.464870678711448e-05,-256.3334903996438,342858.9251052044,242.2349475830119,146057.6000825856,10014363.912699735,6857178.502104088,16871542.41480382,1.0443866853337103
2500000.0,423.75,0.8,2532.28,49.870000000000005,445.67973823342544,-2994.961509881521,0.00021031067950518312,-2122.6623314050958,90206.9706844777,63.752081836013836,39097.49407916315,3326691.317785317,1804139.413689554,5130830.731474871,0.32687284300130043
2500000.0,176.25,0.8,2532.28,49.870000000000005,214.10040066895698,-3450.3985192570635,3.5719849664298143e-06,-3.91399413254112,12733066.62352601,8992.662029101859,5306305.6462387135,210452630.14658442,254661332.4705202,465113962.61710465,26.63003060986235
3500000.0,300.0,0.8,2532.28,49.870000000000005,331.8785792838333,-3244.8016921002218,7.67157601629155e-05,-212.7736031068489,378147.4098333774,269.0505831960002,223676.51814504297,14347605.95665548,7562948.196667548,21910554.15332303,1.4005260724786819
1500000.0,300.0,0.8,2532.28,49.870000000000005,301.63831710521856,-3287.762667353012,4.4090871987877e-05,-286.84368010493927,567724.9907798339,398.2367143522607,146729.20136072594,10053143.156204581,11354499.815596677,21407642.97180126,1.2377706376789819
2500000.0,300.0,3.3000000000000003,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-4517.1603941703215,413425.77428151894,290.6646150074434,87328.83405389593,6499428.000292128,8268515.485630379,14767943.485922508,0.8395182754333627
2500000.0,300.0,-1.6999999999999997,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,,413425.77428151894,,,,8268515.485630379,,
2500000.0,300.0,0.8,3282.28,49.870000000000005,326.4539539549919,-3247.8763072751262,6.401558226014809e-05,-289.30571779608727,449147.3755995657,317.3144090774955,190824.7477078142,12546750.032651111,8982947.511991315,21529697.544642426,1.3250775295662884
2500000.0,300.0,0.8,1782.2800000000002,49.870000000000005,326.1935383931792,-3248.170645482818,7.661448704281601e-05,-241.80230071162805,377303.848672864,266.5662286413798,160574.286124454,10846843.071296211,7546076.973457281,18392920.044753492,1.136239271968942
2500000.0,300.0,0.8,2532.28,799.87,326.25529377878286,-3248.288891490529,6.37983069886704e-05,-269.68981667468324,450416.02861559694,318.2105400019197,191358.62840381742,12576369.275380261,9008320.572311938,21584689.8476922,1.3283821255138513
2500000.0,300.0,0.8,2532.28,-700.13,325.63329696877787,-3249.3176392428377,7.58811873738051e-05,-257.5483135092072,381194.8390762284,269.3147379852794,162213.5454195714,10940121.426855918,7623896.781524568,18564018.208380487,1.1465579112467412
2500000.0,361.875,0.8,2532.28,49.870000000000005,386.2199015070269,-3120.9162176903137,0.00015867558178781199,-903.5410992102697,164192.3592863063,116.02197296063811,70550.3089695549,5436222.819850779,3283847.185726126,8720070.005576905,0.5483658980913824
2500000.0,238.125,0.8,2532.28,49.870000000000005,298.29062770461917,-3304.193365729947,4.116330150949542e-05,-80.05669152038172,1116378.2699259461,788.5978077429488,470770.51439132064,26929236.736189693,22327565.398518924,49256802.13470861,2.973086963564567
3000000.0,300.0,0.8,2532.28,49.870000000000005,329.786101299917,-3245.0769308432737,7.40987249863436e-05,-238.3267555758357,390128.4379128951,276.5994116984432,198323.6169769639,12961659.758586802,7802568.758257902,20764228.516844705,1.3063263150898192
2000000.0,300.0,0.8,2532.28,49.870000000000005,302.1974891635623,-3291.614829025677,4.459289397006907e-05,-217.64152133394964,562204.0826797057,395.7686611372785,191815.49236763892,12601705.854262128,11244081.653594114,23845787.507856242,1.424975543059315
2500000.0,300.0,2.0500000000000003,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-1742.2247346201912,413425.77428151894,290.9235306331955,104355.8359938607,7547326.765283581,8268515.485630379,15815842.250913959,0.918414530468985
2500000.0,300.0,-0.44999999999999996,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,,413425.77428151894,,,,8268515.485630379,,
2500000.0,300.0,0.8,2907.28,49.870000000000005,302.7587990221764,-3295.4590002777786,4.309555043962918e-05,-183.7605333342217,581679.6043290226,410.92907007742696,246551.46800231485,15577914.182306299,11633592.086580452,27211506.268886752,1.6655501473000984
2500000.0,300.0,0.8,2157.28,49.870000000000005,325.8287718254181,-3248.9819089472094,7.25942753467037e-05,-251.56539000943303,397669.7542610719,280.9522168700138,169153.13284710524,11333457.049786802,7953395.085221438,19286852.13500824,1.1901265856601533
2500000.0,300.0,0.8,2532.28,424.86999999999995,325.93434564467736,-3248.887617751936,6.633308893551149e-05,-265.6942665926181,433998.8106730339,306.6139849105971,184449.10116068015,12192062.3809053,8679976.213460678,20872038.594365977,1.2855420939543678
2500000.0,300.0,0.8,2532.28,-325.13,325.91338101447013,-3248.8067220002213,7.269982210799598e-05,-261.37655135942623,397244.8579994619,280.6520812110829,168974.1818883122,11323344.923793562,7944897.159989238,19268242.0837828,1.1890053518601538
2500000.0,330.9375,0.8,2532.28,49.870000000000005,356.55689368310453,-3184.6574598718234,0.00011126565982861258,-518.4650940485299,248049.42633783168,175.26152460720405,106042.86409565134,7649688.382614594,4960988.526756634,12610676.909371227,0.7860455748362757
2500000.0,269.0625,0.8,2532.28,49.870000000000005,302.7490031957418,-3295.4153748093904,4.5091712122849925e-05,-159.45728470757604,606612.5877531358,428.5403152291598,257026.09426008974,16135490.681194304,12132251.755062716,28267742.43625702,1.7286485961495344
2750000.0,300.0,0.8,2532.28,49.870000000000005,327.4685240049764,-3247.7937253769287,7.126159974616931e-05,-247.37717105448246,405361.4021696422,286.8915122764002,189191.8360035834,12456080.15547928,8107228.0433928445,20563308.198872127,1.2811637516172683
2250000.0,300.0,0.8,2532.28,49.870000000000005,302.4735498958856,-3293.521524989259,4.4842121532632816e-05,-194.94450587080792,558557.4418598402,393.8994067202326,213702.68779954605,13805342.637487847,11171148.837196805,24976491.474684652,1.512508558425281
2500000.0,300.0,1.4250000000000003,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-841.6818097289652,413425.77428151894,291.2407545142851,124312.62716346902,8743449.065407842,8268515.485630379,17011964.55103822,1.0084705293852247
2500000.0,300.0,0.17500000000000002,2532.28,49.870000000000005,326.2080091976592,-3248.2644682954797,6.974581826128022e-05,-12.691773083992302,413425.77428151894,299.1299942377815,596157.9796060533,32895158.166665103,8268515.485630379,41163673.652295485,2.8268517170131138
2500000.0,300.0,0.8,2719.78,49.870000000000005,302.7461380065436,-3295.4526309370794,4.4069748748004916e-05,-180.16799060394987,568597.5169586131,401.6885951931765,241054.49180869665,15283888.29478278,11371950.33917226,26655838.63395504,1.6323322647958438
2500000.0,300.0,0.8,2344.78,49.870000000000005,326.4131483134912,-3247.8129633459994,7.162906868136474e-05,-260.70718603301793,402784.3289687372,284.56501641737384,171307.1078348462,11455048.117679032,8055686.579374745,19510734.697053775,1.2036132785241436
2500000.0,300.0,0.8,2532.28,237.37,326.15125713339575,-3248.411808008308,6.810276572805877e-05,-265.9725325363688,423037.6427497957,298.87136764635557,179834.93136783614,11934222.535540186,8460752.854995914,20394975.3905361,1.2568451013846058
2500000.0,300.0,0.8,2532.28,-137.63,326.4785152952999,-3247.6778555996516,7.170919353488811e-05,-265.8011817629449,402397.4380554309,284.29172715146393,171144.17722055415,11445858.79810644,8047948.761108618,19493807.559215058,1.2025937137692482
2500000.0,315.46875,0.8,2532.28,49.870000000000005,341.7661768927438,-3215.9511460400918,8.977524010953176e-05,-379.12470960617065,314411.73941887275,222.14013943320103,134061.01135203626,9317015.418052733,6288234.7883774545,15605250.206430187,0.9677882370343935
