Pressure,Initial Temperature,Length-to-diameter Ratio,Final Temperature,Final Enthalpy,Reaction Rate,Catalyst Weight,Equipment Volume,Equipment Weight,Equipment Cost,Catalyst Cost,Total Cost,Objective Function
2000000.0,299.802734375,1.01,302.2263169369749,-6677.507864659632,4.461887694310581e-05,562633.3008485172,395.6353084935112,165359.55187450297,11118743.450114302,11252666.016970344,22371409.467084646,1.313686917432323
2002929.6875,300.0,1.01,302.2734174620253,-6677.289220308865,4.466135090267375e-05,562592.1386530532,395.61394028009664,165581.57784292486,11131330.143250164,11251842.773061063,22383172.916311227,1.3145997041671744
1997070.3125,300.0,1.01,302.31857817038554,-6676.994684105719,4.4702100569007074e-05,562319.1133297615,395.4068455968951,165034.4846587083,11100310.755370922,11246382.266595231,22346693.021966152,1.312032999990374
2000000.0,300.0,1.0125390625,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.327591678173,164980.52073941316,11097250.244625092,11244030.012463951,22341280.257089045,1.3117029548835015
2000000.0,300.0,1.0074609375,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.3358774176981,165489.16777869436,11126091.70740655,11244030.012463951,22370121.719870504,1.3138744274333571
2000000.0,300.0986328125,1.01,302.2910856682309,-6677.167747354115,4.467729046621653e-05,562484.3239284385,395.5305676883251,165316.30458123246,11116291.458188033,11249686.47856877,22365977.936756805,1.3133761218159887
2000000.0,299.9013671875,1.01,302.2624204620048,-6677.31827919742,4.4651431729971885e-05,562553.3503647203,395.5790979208523,165336.34264007266,11117427.568035811,11251067.007294407,22368494.57533022,1.31352012570234
2001464.84375,300.0,1.01,302.29648407212574,-6677.15374112686,4.468216144134125e-05,562340.5840309964,395.4332929584367,165391.51254688064,11120555.46264708,11246811.680619927,22367367.14326701,1.313575409113262
1998535.15625,300.0,1.01,302.2741920778746,-6677.242117328549,4.466204965229255e-05,562497.2704883516,395.5358848370072,165203.09568254487,11109872.397215486,11249945.409767032,22359817.80698252,1.3129037968707542
2000000.0,300.0,1.01126953125,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.329655102875,165107.20145170944,11104434.57954646,11244030.012463951,22348464.59201041,1.312243863165059
2000000.0,300.0,1.00873046875,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.3337979523583,165361.5237605093,11118855.247848438,11244030.012463951,22362885.260312397,1.3133295946900372
2000000.0,300.04931640625,1.01,302.310295189467,-6677.066867804135,4.469462479121337e-05,562444.8126153543,395.5027885744757,165304.83461853678,11115641.129533608,11248896.252307087,22364537.38184069,1.313293692040429
2000000.0,299.95068359375,1.01,302.27137396045447,-6677.271261563505,4.465950757710771e-05,562462.0839230667,395.51493146690007,165309.84840502334,11115925.404091127,11249241.678461336,22365167.082552463,1.313329724065759
2000732.421875,300.0,1.01,302.2937075081016,-6677.161150654758,4.467965610639695e-05,562347.7857690889,395.4364642404947,165335.13634763804,11117359.174733974,11246955.71538178,22364314.890115757,1.3133408606862462
1999267.578125,300.0,1.01,302.30393602084854,-6677.093091947938,4.468888590233767e-05,562318.9868071976,395.4124325792579,165209.84275592092,11110254.981700256,11246379.73614395,22356634.717844203,1.3127815932167024
2000000.0,300.0,1.010634765625,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.3306888114456,165170.66169206356,11108033.235021409,11244030.012463951,22352063.24748536,1.3125148057881657
2000000.0,300.0,1.009365234375,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.3327602336523,165297.82269510924,11115243.561286343,11244030.012463951,22359273.57375029,1.313057670956914
2000000.0,300.024658203125,1.01,302.31644920957257,-6677.034549212063,4.4700179003710464e-05,561205.3594064347,394.6313693912854,164945.02333967606,11095236.96254748,11224107.188128697,22319344.150676176,1.3107076313557406
2000000.0,299.975341796875,1.01,302.29251822397856,-6677.1602243017205,4.467858302595403e-05,562368.2519421489,395.4489612648818,165282.60936840746,11114380.973910958,11247365.038842978,22361746.012753934,1.3131339671634004
2000366.2109375,300.0,1.01,302.2677971572234,-6677.293630955721,4.465628126857577e-05,562434.2835161532,395.4963320911158,165331.01666345395,11117125.599958472,11248685.670323065,22365811.27028154,1.3133965394840514
1999633.7890625,300.0,1.01,302.3008938900034,-6677.112653596307,4.468614067550019e-05,562367.2732747145,395.44732712591576,165253.0901762307,11112707.217744824,11247345.46549429,22360052.683239117,1.313007121187204
2000000.0,300.0,1.0103173828125,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.3312061658895,165202.4218491984,11109834.188196875,11244030.012463951,22353864.20066083,1.3126503994788783
2000000.0,300.0,1.0096826171875,302.19107778770194,-6677.692902652527,4.458711663983746e-05,562201.5006231976,395.332241876676,165266.00233180204,11113439.350343592,11244030.012463951,22357469.362807546,1.3129218319890357
1000000.0000000008,326.0799587253707,3.0,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25686794219288,27634.41155477213,2499713.466584209,5767823.428216819,8267536.894801028,0.4324741183733379
1000000.0000000008,326.0799587253707,3.0,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25686794219288,27634.41155477213,2499713.466584209,5767823.428216819,8267536.894801028,0.4324741183733379
1000000.0000000008,326.0799587253707,0.4,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,202.12884085520756,84776.59412123816,6339830.701137681,5767823.428216819,12107654.1293545,0.7215963874567364
1000000.0000000008,427.0799587253707,3.0,445.6740243850132,-5891.853768890704,0.0002103149584791,90749.27958578264,63.35736934817821,9278.286737199986,1042421.103394521,1814985.591715653,2857406.695110174,0.1553495744194045
2500000.000000001,326.0799587253707,3.0,349.7181536340946,-6428.549731207992,0.0001010614602915,282780.54232546844,198.86206151322767,62090.68328988699,4886085.869140738,5655610.846509369,10541696.715650108,0.6073917283031772
1000000.0000000008,326.0799587253707,1.7000000000000002,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.33847142383365,34106.020555185605,2971814.525601079,5767823.428216819,8739637.953817898,0.4680185877430353
1000000.0000000008,376.5799587253707,3.0,396.741502647454,-6162.574177792276,0.0001752397159411,145815.18069288778,101.78224477876608,14480.34905042778,1480831.5855964737,2916303.6138577554,4397135.199454229,0.2349989627950003
1750000.000000001,326.0799587253707,3.0,348.6543356342502,-6428.526814362014,9.951379819338238e-05,285697.7233587519,200.14560428697013,45041.47282636341,3740558.0934603047,5713954.467175039,9454512.560635343,0.5236158765110103
1000000.0000000008,326.0799587253707,2.35,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.2835022754033,29934.770003799105,2669247.708857845,5767823.428216819,8437071.137074664,0.4452383445205086
1000000.0000000008,351.3299587253707,3.0,372.2257793944321,-6295.938438689316,0.0001359656927815,199601.90077007448,139.31081315906755,19481.88079699889,1880037.34185505,3992038.0154014896,5872075.357256539,0.3106131472304875
1000000.0000000008,300.8299587253707,3.0,301.14100900670434,-6673.312116546536,4.364753433810736e-05,574782.4605157817,401.0433785924838,53466.458956088645,4313499.935679014,11495649.210315634,15809149.145994648,0.8116108968508383
1375000.000000001,326.0799587253707,3.0,348.15867404537,-6428.268588243032,9.879655489211424e-05,287070.4671673713,200.72129826544452,36379.78417723254,3134374.468958566,5741409.3433474265,8875783.812305992,0.479139066817257
1000000.0000000008,326.0799587253707,2.675,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.26798995811532,28636.515535125225,2573817.9721887577,5767823.428216819,8341641.400405576,0.4380534435608362
1000000.0000000008,338.7049587253707,3.0,359.9578393740408,-6362.086114516462,0.0001164903863488,238209.0483608144,166.24665687800086,23039.716982319875,2154480.621645893,4764180.967216288,6918661.588862181,0.3639766892936014
1000000.0000000008,313.4549587253707,3.0,335.40840119725334,-6493.2464226838,8.12482302144349e-05,354620.9513392787,247.46108240783707,33658.495400935884,2939630.6662403564,7092419.026785575,10032049.693025932,0.5216928872030697
1187500.000000001,326.0799587253707,3.0,347.9191265393416,-6428.082573881353,9.845080678747986e-05,287737.0871561736,200.9939200689861,32017.224520762997,2821040.735720534,5754741.743123472,8575782.478844006,0.4561128180491197
1000000.0000000008,326.0799587253707,2.8375,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.26197983021268,28104.86229629771,2534552.117427076,5767823.428216819,8302375.545643894,0.4350971189663563
1000000.0000000008,332.3924587253707,3.0,353.8218680912736,-6395.020803047324,0.0001071336692581,261614.265942168,182.57578487301387,25186.445425554644,2316953.149954576,5232285.318843359,7549238.468797935,0.3960337403427584
1000000.0000000008,319.7674587253707,3.0,341.54691220618054,-6460.602908944691,8.947359041989845e-05,319146.4575931872,222.7130644324569,30436.81968432007,2705983.8169387714,6382929.151863744,9088912.968802515,0.4740543022372777
1093750.000000001,326.0799587253707,3.0,347.8013308234186,-6427.975912360455,9.828100078491342e-05,288065.6659273061,201.1265805142457,29828.30952487807,2661445.923690032,5761313.318546122,8422759.242236154,0.4443752413720471
1000000.0000000008,326.0799587253707,2.91875,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25932158202903,27862.63210509761,2516625.076766008,5767823.428216819,8284448.504982826,0.4337473928102794
1000000.0000000008,329.2362087253707,3.0,350.7534646186129,-6411.452591558898,0.0001025783192743,274546.13445448526,191.5978340144367,26369.69093510925,2405609.50368924,5490922.689089705,7896532.192778945,0.4136621218902565
1000000.0000000008,322.9237087253707,3.0,344.61595713760045,-6444.243888301755,9.374344633492384e-05,303228.7228203848,211.60822905439852,28987.562381983545,2599684.933819528,6064574.456407696,8664259.390227225,0.4525685507078484
1046875.0000000008,326.0799587253707,3.0,347.7429157889923,-6427.919239653254,9.81968460105852e-05,288228.7989203829,201.1920179350061,28731.978481808663,2580856.864650735,5764575.978407659,8345432.843058394,0.4384458700314409
1000000.0000000008,326.0799587253707,2.959375,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25807031021188,27746.84353535819,2508047.514075113,5767823.428216819,8275870.942291932,0.433101588467099
1000000.0000000008,327.6580837253707,3.0,349.21916997946425,-6419.659495694543,0.000100334132972,281349.731878432,196.3443973970543,26991.448125320552,2451955.1801120653,5626994.63756864,8078949.817680705,0.4229142148908871
1000000.0000000008,324.5018337253707,3.0,346.1504125485544,-6436.05517453512,9.591609361083104e-05,295680.6097460199,206.3423297490108,28299.471287860284,2548938.004846953,5913612.194920397,8462550.199767351,0.4423544738644604
1023437.5000000008,326.0799587253707,3.0,347.713827485228,-6427.890076911057,9.815495329447212e-05,288310.0797282706,201.22451599253628,28183.3488931696,2540355.796421369,5766201.594565412,8306557.390986782,0.4354653920884281
1000000.0000000008,326.0799587253707,2.9796875,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.257463146864,27690.21664897854,2503850.6670036926,5767823.428216819,8271674.095220512,0.4327856080232295
1000000.0000000008,326.8690212253707,3.0,348.45200096154934,-6423.760687252487,9.92207132450276e-05,284840.0984142497,198.7794597663864,27310.2244561668,2475654.4514955925,5696801.968284994,8172456.419780587,0.4276549145361649
1000000.0000000008,325.2908962253707,3.0,346.9176217848522,-6431.958530483747,9.701161824352888e-05,292004.2359986281,203.7775182775705,27964.122026583325,2524139.005617056,5840084.719972562,8364223.725589618,0.4373734254072717
1011718.7500000008,326.0799587253707,3.0,347.6993129467835,-6427.875290093924,9.81340528016286e-05,288350.64914681145,201.24071018365257,27908.918616708557,2520052.4628515886,5767012.98293623,8287065.445787818,0.4339711177226222
1000000.0000000008,326.0799587253707,2.98984375,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25716406599057,27662.212436672784,2501774.686171176,5767823.428216819,8269598.114387995,0.4326293075114977
1000000.0000000008,326.4744899753707,3.0,348.0684112242936,-6425.810716247166,9.866620699177412e-05,286607.96703381545,200.01281512915256,27471.63468661459,2487638.5709209475,5732159.34067631,8219797.9115972575,0.4300546043995426
1000000.0000000008,325.6854274753707,3.0,347.3012215782928,-6429.909638335908,9.756165007718509e-05,290189.8731788788,202.51173094167515,27798.569222317037,2511879.990796046,5803797.463577576,8315677.454373622,0.4349136575335511
1005859.3750000008,326.0799587253707,3.0,347.6920630569101,-6427.867845481242,9.812361398333528e-05,288370.9161651542,201.24879361105477,27771.67467444857,2509887.4446761515,5767418.323303084,8277305.767979235,0.4332229603296438
1000000.0000000008,326.0799587253707,2.994921875,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.2570156364696,27648.286710198165,2500742.240513369,5767823.428216819,8268565.668730188,0.4325515747202682
1000000.0000000008,326.2772243503707,3.0,347.8766150734692,-6426.835588833297,9.838950902883516e-05,287497.64219772536,200.63349734128076,27552.851409963027,2493664.618680465,5749952.843954507,8243617.462634973,0.4312618708624413
1000000.0000000008,325.8826931003707,3.0,347.4930202432625,-6428.885049959625,9.78372293948505e-05,289288.5749400388,201.88294106762729,27716.31689668376,2505785.221472776,5785771.498800776,8291556.720273551,0.4336913721425452
1002929.6875000008,326.0799587253707,3.0,347.68843995379103,-6427.864110371078,9.811839742642438e-05,288381.0452585741,201.2528319129093,27703.04551060392,2504801.578411404,5767620.905171482,8272422.483582886,0.4328486251312391
1000000.0000000008,326.0799587253707,2.9974609375,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.2569416976757,27641.34282735386,2500227.395737356,5767823.428216819,8268050.823954174,0.432512812078199
1000000.0000000008,326.1785915378707,3.0,347.78071668063944,-6427.347989639247,9.825129936196098e-05,287943.9237844106,200.94484571171813,27593.58844396369,2496686.1859510005,5758878.475688212,8255564.661639212,0.431867370414822
1000000.0000000008,325.9813259128707,3.0,347.5889192646352,-6428.372720202411,9.797515939788338e-05,288839.38761431206,201.56956580241743,27675.32096468465,2502746.473954101,5776787.752286241,8279534.2262403425,0.4330821178940377
1001464.8437500008,326.0799587253707,3.0,347.6866288623071,-6427.862239642049,9.811578986042658e-05,288386.1087022267,201.25485021152957,27668.729131538657,2502257.803543756,5767722.174044535,8269979.97758829,0.4326613932235196
1000000.0000000008,326.0799587253707,2.99873046875,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.2569047970516,27637.87561680536,2499970.316851835,5767823.428216819,8267793.745068654,0.4324934566194525
1000000.0000000008,326.1292751316207,3.0,347.73276740526256,-6427.604181176032,9.818222942207512e-05,288167.4266842622,201.10077248397323,27613.989225889494,2498199.1112622875,5763348.533685244,8261547.644947531,0.4321705881462843
1000000.0000000008,326.0306423191207,3.0,347.6368686971475,-6428.116546457613,9.804415942165028e-05,288615.1582815573,201.41313230776456,27654.855458420174,2501229.253589713,5772303.165631146,8273532.419220859,0.4327779614907894
1000732.4218750008,326.0799587253707,3.0,347.6857234315359,-6427.861303484047,9.811448625546584e-05,288388.64014839905,201.25585914784497,27651.570492849685,2500985.705369413,5767772.8029679805,8268758.508337393,0.4325677611695327
1000000.0000000008,326.0799587253707,2.999365234375,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25688636390552,27636.14319247712,2499841.8631587485,5767823.428216819,8267665.291375567,0.4324837853461687
1000000.0000000008,326.1046169284957,3.0,347.7087927478824,-6427.732274701799,9.814770318359767e-05,288279.2687993853,201.17879911350977,27624.19769522429,2498956.1100674234,5765585.375987706,8264541.486055129,0.4323223141732024
1000000.0000000008,326.0553005222457,3.0,347.6608433938117,-6427.988457357491,9.80786681810884e-05,288503.1345583232,201.33497899770865,27644.630808010643,2500471.181021852,5770062.691166462,8270533.872188315,0.4326260007960632
1000366.2109375008,326.0799587253707,3.0,347.68527074488753,-6427.860835192705,9.811383449748628e-05,288389.90580258373,201.25636356276308,27642.991061232133,2500349.603558664,5767798.116051675,8268147.719610339,0.4325209411146229
1000000.0000000008,326.0799587253707,2.9996826171875,347.6848180773944,-6427.860366767252,9.81131827691693e-05,288391.17141084094,201.25687715162056,27635.27727532829,2499777.657733904,5767823.428216819,8267601.085950723,0.4324789513223655
1000000.0,429.8921215830442,3.0,448.39480425139527,-5876.629580145682,0.0002079191248335,88979.44668570247,62.12229121087845,9109.101840077445,1027624.7356039224,1779588.9337140494,2807213.669317972,0.152736486722712
1000000.0,429.8921215830442,3.0,448.39480425139527,-5876.629580145682,0.0002079191248335,88979.44668570247,62.12229121087845,9109.101840077445,1027624.7356039224,1779588.9337140494,2807213.669317972,0.152736486722712
4000000.0,429.8921215830442,3.0,450.3657796142264,-5879.908860480393,0.0002057150840877,88303.70178018318,62.59921614112769,30921.313947535265,2741349.2575900345,1766074.0356036637,4507423.293193698,0.2811903716229957
1000000.0,429.8921215830442,0.4,448.39480425139527,-5876.629580145682,0.0002079191248335,88979.44668570247,62.37810188973116,26863.111586876774,2442402.2302719057,1779588.9337140494,4221991.163985955,0.2592550262677935
1000000.0,328.8921215830441,3.0,350.4189391092045,-6413.242500109578,0.0001020870595923,276009.7808752333,192.618956184727,26503.491785241447,2415596.7120845686,5520195.617504666,7935792.329589235,0.4156537845392897
2500000.0,429.8921215830442,3.0,449.3387160085977,-5878.6554838027605,0.0002069143703791,88652.28296910721,62.37041932181469,20045.09815956078,1923952.5558840227,1773045.6593821442,3696998.215266167,0.2199438599413063
1000000.0,429.8921215830442,1.7000000000000002,448.39480425139527,-5876.629580145682,0.0002079191248335,88979.44668570247,62.14280427236589,11083.146774677154,1197907.0385674622,1779588.9337140494,2977495.972281512,0.1655570343285431
1000000.0,480.3921215830442,3.0,505.0586899048704,-5555.741816749776,1e-06,871222.3729930202,607.8218911011041,79818.77505834836,6027719.151316725,17424447.459860403,23452166.611177128,1.191762565866797
1000000.0,379.3921215830441,3.0,399.4699851095485,-6147.635842343772,0.000179345045812,141246.0142969237,98.5940622730103,14052.422301473527,1445793.4388726482,2824920.2859384743,4270713.724811123,0.2284908032216744
